ID,State,District,Crop,Year,Season,Area,Production,Area_units,Fertilizer,Pesticide,Yield
2613,Karnataka,CHIKMAGALUR,Horse-gram,2018-19,Kharif,850.00,647.00,Hectare,214560.00,135.00,0.76
2614,Karnataka,CHITRADURGA,Horse-gram,2018-19,Rabi,2996.00,1930.00,Hectare,967665.60,608.85,0.64
2615,Karnataka,CHITRADURGA,Horse-gram,2018-19,Kharif,893.00,535.00,Hectare,7187187.84,4522.14,0.60
2616,Karnataka,DAKSHIN KANNAD,Horse-gram,2018-19,Rabi,23.00,12.00,Hectare,4518.78,4.93,0.52
2617,Karnataka,DAVANGERE,Horse-gram,2018-19,Rabi,187.00,121.00,Hectare,934.92,1.02,0.65
2618,Karnataka,DAVANGERE,Horse-gram,2018-19,Kharif,28.00,20.00,Hectare,333143.16,363.46,0.71
2619,Karnataka,DHARWAD,Horse-gram,2018-19,Rabi,1271.00,653.00,Hectare,58276.68,63.58,0.51
2620,Karnataka,DHARWAD,Horse-gram,2018-19,Kharif,128.00,54.00,Hectare,3895.50,4.25,0.42
2621,Karnataka,GADAG,Horse-gram,2018-19,Rabi,606.00,224.00,Hectare,155.82,0.17,0.37
2622,Karnataka,GADAG,Horse-gram,2018-19,Kharif,681.00,100.00,Hectare,311.64,0.34,0.15
2623,Karnataka,GULBARGA,Horse-gram,2018-19,Kharif,34.00,14.00,Hectare,779.10,0.85,0.41
2624,Karnataka,HASSAN,Horse-gram,2018-19,Kharif,2995.00,970.00,Hectare,779.10,0.85,0.32
2625,Karnataka,HASSAN,Horse-gram,2018-19,Rabi,1364.00,446.00,Hectare,2804.76,3.06,0.33
2626,Karnataka,HAVERI,Horse-gram,2018-19,Rabi,6271.00,3527.00,Hectare,37708.44,41.14,0.56
2627,Karnataka,HAVERI,Horse-gram,2018-19,Kharif,35.00,15.00,Hectare,155.82,0.17,0.43
2628,Karnataka,KODAGU,Horse-gram,2018-19,Kharif,10.00,4.00,Hectare,467.46,0.51,0.40
2629,Karnataka,KOLAR,Horse-gram,2018-19,Rabi,9978.00,3555.00,Hectare,60146.52,65.62,0.36
2630,Karnataka,KOLAR,Horse-gram,2018-19,Kharif,216.00,57.00,Hectare,136186.68,148.58,0.26
2631,Karnataka,KOPPAL,Horse-gram,2018-19,Rabi,4948.00,1984.00,Hectare,21701674.68,23676.58,0.40
2632,Karnataka,KOPPAL,Horse-gram,2018-19,Kharif,2996.00,1161.00,Hectare,9073242.78,9898.93,0.39
2633,Karnataka,MANDYA,Horse-gram,2018-19,Rabi,34212.00,14366.00,Hectare,7801284.12,8511.22,0.42
2634,Karnataka,MANDYA,Horse-gram,2018-19,Kharif,898.00,451.00,Hectare,24381934.50,26600.75,0.50
2635,Karnataka,MYSORE,Horse-gram,2018-19,Rabi,30805.00,16915.00,Hectare,157529968.70,171865.58,0.55
2636,Karnataka,RAICHUR,Horse-gram,2018-19,Kharif,158.00,66.00,Hectare,28822960.32,31445.92,0.42
2637,Karnataka,RAICHUR,Horse-gram,2018-19,Rabi,38.00,16.00,Hectare,31141873.56,33975.86,0.42
2638,Karnataka,RAMANAGARA,Horse-gram,2018-19,Rabi,4292.00,2283.00,Hectare,15791110.44,17228.14,0.53
2639,Karnataka,RAMANAGARA,Horse-gram,2018-19,Kharif,3020.00,1532.00,Hectare,31986885.42,34897.77,0.51
2640,Karnataka,SHIMOGA,Horse-gram,2018-19,Rabi,87.00,44.00,Hectare,785332.80,856.80,0.51
2641,Karnataka,SHIMOGA,Horse-gram,2018-19,Kharif,38.00,16.00,Hectare,438477.48,478.38,0.42
2642,Karnataka,TUMKUR,Horse-gram,2018-19,Kharif,15585.00,6455.00,Hectare,214699080.10,234237.22,0.41
2643,Karnataka,TUMKUR,Horse-gram,2018-19,Rabi,7468.00,3193.00,Hectare,2224018.86,2426.41,0.43
2644,Karnataka,UDUPI,Horse-gram,2018-19,Rabi,33.00,17.00,Hectare,3789854.04,4134.74,0.52
2645,Karnataka,UTTAR KANNAD,Horse-gram,2018-19,Rabi,459.00,282.00,Hectare,54618493.86,59588.91,0.61
2646,Karnataka,UTTAR KANNAD,Horse-gram,2018-19,Kharif,1.00,99757.01,Hectare,24593693.88,26831.78,99757.01
2647,Karnataka,YADGIR,Horse-gram,2018-19,Rabi,71.00,36.00,Hectare,1538255.04,1678.24,0.51
2648,Karnataka,YADGIR,Horse-gram,2018-19,Kharif,16.00,7.00,Hectare,53941455.96,58850.26,0.44
2649,Karnataka,BAGALKOT,Horse-gram,2019-20,Kharif,597.00,590.00,Hectare,232563.04,500.98,0.99
2650,Karnataka,BAGALKOT,Horse-gram,2019-20,Rabi,141.00,55.00,Hectare,4122.24,8.88,0.39
2651,Karnataka,BANGALORE RURAL,Horse-gram,2019-20,Kharif,937.00,782.00,Hectare,14756073.36,31787.07,0.83
2652,Karnataka,BANGALORE RURAL,Horse-gram,2019-20,Rabi,152.00,101.00,Hectare,321019.44,691.53,0.66
2653,Karnataka,BELGAUM,Horse-gram,2019-20,Kharif,1350.00,1109.00,Hectare,1166937.44,2513.78,0.82
2654,Karnataka,BELGAUM,Horse-gram,2019-20,Rabi,295.00,224.00,Hectare,9275.04,19.98,0.76
2655,Karnataka,BELLARY,Horse-gram,2019-20,Kharif,752.00,1069.00,Hectare,61833.60,133.20,1.42
2656,Karnataka,BELLARY,Horse-gram,2019-20,Rabi,275.00,179.00,Hectare,1199915.36,2584.82,0.65
2657,Karnataka,BENGALURU URBAN,Horse-gram,2019-20,Kharif,842.00,641.00,Hectare,9275.04,19.98,0.76
2658,Karnataka,BENGALURU URBAN,Horse-gram,2019-20,Rabi,18.00,12.00,Hectare,6269927.04,13506.48,0.67
2659,Karnataka,BIDAR,Horse-gram,2019-20,Kharif,174.00,132.00,Hectare,13406039.76,28878.87,0.76
2660,Karnataka,BIDAR,Horse-gram,2019-20,Rabi,1.00,1.00,Hectare,2617965.92,5639.54,1.00
2661,Karnataka,BIJAPUR,Horse-gram,2019-20,Kharif,520.00,246.00,Hectare,49454685.04,106533.73,0.47
2662,Karnataka,BIJAPUR,Horse-gram,2019-20,Rabi,10.00,7.00,Hectare,6355.12,13.69,0.70
2663,Karnataka,CHAMARAJANAGAR,Horse-gram,2019-20,Rabi,20703.00,15872.00,Hectare,8931.52,19.24,0.77
2664,Karnataka,CHAMARAJANAGAR,Horse-gram,2019-20,Kharif,18900.00,15495.00,Hectare,16795036.32,36179.34,0.82
2665,Karnataka,CHIKBALLAPUR,Horse-gram,2019-20,Kharif,2996.00,2599.00,Hectare,2404.64,5.18,0.87
2666,Karnataka,CHIKBALLAPUR,Horse-gram,2019-20,Rabi,80.00,61.00,Hectare,171.76,0.37,0.76
2667,Karnataka,CHIKMAGALUR,Horse-gram,2019-20,Rabi,2563.00,2673.00,Hectare,46890.48,101.01,1.04
2668,Karnataka,CHIKMAGALUR,Horse-gram,2019-20,Kharif,718.00,715.00,Hectare,1202.32,2.59,1.00
2669,Karnataka,CHITRADURGA,Horse-gram,2019-20,Kharif,4809.00,4495.00,Hectare,1889.36,4.07,0.93
2670,Karnataka,CHITRADURGA,Horse-gram,2019-20,Rabi,2044.00,1759.00,Hectare,24905.20,53.65,0.86
2671,Karnataka,DAVANGERE,Horse-gram,2019-20,Rabi,252.00,71.00,Hectare,85880.00,185.00,0.28
2672,Karnataka,DAVANGERE,Horse-gram,2019-20,Kharif,48.00,16.00,Hectare,318958.32,687.09,0.33
2673,Karnataka,DHARWAD,Horse-gram,2019-20,Rabi,2452.00,1125.00,Hectare,515.28,1.11,0.46
2674,Karnataka,DHARWAD,Horse-gram,2019-20,Kharif,135.00,103.00,Hectare,343.52,0.74,0.76
2675,Karnataka,GADAG,Horse-gram,2019-20,Rabi,262.00,131.00,Hectare,171.76,0.37,0.50
2676,Karnataka,GADAG,Horse-gram,2019-20,Kharif,158.00,74.00,Hectare,343.52,0.74,0.47
2677,Karnataka,GULBARGA,Horse-gram,2019-20,Kharif,62.00,47.00,Hectare,39676.56,85.47,0.76
2678,Karnataka,GULBARGA,Horse-gram,2019-20,Rabi,3.00,2.00,Hectare,3606.96,7.77,0.67
2679,Karnataka,HASSAN,Horse-gram,2019-20,Kharif,3398.00,1853.00,Hectare,2061.12,4.44,0.55
2680,Karnataka,HASSAN,Horse-gram,2019-20,Rabi,1168.00,722.00,Hectare,108037.04,232.73,0.62
2681,Karnataka,HAVERI,Horse-gram,2019-20,Rabi,4723.00,2445.00,Hectare,171.76,0.37,0.52
2682,Karnataka,HAVERI,Horse-gram,2019-20,Kharif,21.00,16.00,Hectare,343.52,0.74,0.76
2683,Karnataka,KODAGU,Horse-gram,2019-20,Kharif,2.00,2.00,Hectare,9103.28,19.61,1.00
2684,Karnataka,KOLAR,Horse-gram,2019-20,Kharif,4041.00,2687.00,Hectare,858.80,1.85,0.66
2685,Karnataka,KOLAR,Horse-gram,2019-20,Rabi,1976.00,1368.00,Hectare,3606.96,7.77,0.69
2686,Karnataka,KOPPAL,Horse-gram,2019-20,Kharif,3159.00,1438.00,Hectare,5496.32,11.84,0.46
2687,Karnataka,KOPPAL,Horse-gram,2019-20,Rabi,2626.00,998.00,Hectare,687.04,1.48,0.38
2688,Karnataka,MANDYA,Horse-gram,2019-20,Kharif,12044.00,8673.00,Hectare,3950.48,8.51,0.72
2689,Karnataka,MANDYA,Horse-gram,2019-20,Rabi,8272.00,5902.00,Hectare,742518.48,1599.51,0.71
2690,Karnataka,MYSORE,Horse-gram,2019-20,Rabi,24663.00,14339.00,Hectare,776011.68,1671.66,0.58
2691,Karnataka,MYSORE,Horse-gram,2019-20,Kharif,11597.00,7866.00,Hectare,1614028.72,3476.89,0.68
2692,Karnataka,RAICHUR,Horse-gram,2019-20,Kharif,157.00,144.00,Hectare,343.52,0.74,0.92
2693,Karnataka,RAICHUR,Horse-gram,2019-20,Rabi,20.00,11.00,Hectare,1717.60,3.70,0.55
2694,Karnataka,RAMANAGARA,Horse-gram,2019-20,Kharif,7239.00,6946.00,Hectare,34867.28,75.11,0.96
2695,Karnataka,RAMANAGARA,Horse-gram,2019-20,Rabi,802.00,541.00,Hectare,2404.64,5.18,0.67
2696,Karnataka,SHIMOGA,Horse-gram,2019-20,Rabi,158.00,105.00,Hectare,858.80,1.85,0.66
2697,Karnataka,SHIMOGA,Horse-gram,2019-20,Kharif,13.00,10.00,Hectare,224662.08,483.96,0.77
2698,Karnataka,TUMKUR,Horse-gram,2019-20,Kharif,19010.00,13563.00,Hectare,171.76,0.37,0.71
2699,Karnataka,TUMKUR,Horse-gram,2019-20,Rabi,1074.00,866.00,Hectare,29199.20,62.90,0.81
2700,Karnataka,UDUPI,Horse-gram,2019-20,Rabi,22.00,15.00,Hectare,1374.08,2.96,0.68
2701,Karnataka,UTTAR KANNAD,Horse-gram,2019-20,Rabi,1456.00,945.00,Hectare,1889.36,4.07,0.65
2702,Karnataka,YADGIR,Horse-gram,2019-20,Kharif,20.00,15.00,Hectare,343.52,0.74,0.75
2703,Karnataka,YADGIR,Horse-gram,2019-20,Rabi,1.00,1.00,Hectare,25076.96,54.02,1.00
2704,Karnataka,BAGALKOT,Jowar,2015-16,Rabi,109159.00,92398.00,Hectare,1987058.97,5262.66,0.85
2705,Karnataka,BAGALKOT,Jowar,2015-16,Kharif,1455.00,1697.00,Hectare,1001923.02,2653.56,1.17
2706,Karnataka,BELGAUM,Jowar,2015-16,Rabi,145162.00,82880.00,Hectare,887849.48,2351.44,0.57
2707,Karnataka,BELGAUM,Jowar,2015-16,Kharif,18501.00,14078.00,Hectare,495660.33,1312.74,0.76
2708,Karnataka,BELGAUM,Jowar,2015-16,Summer,59.00,117.00,Hectare,722433.03,1913.34,1.98
2709,Karnataka,BELLARY,Jowar,2015-16,Rabi,31225.00,53246.00,Hectare,7903077.68,20931.04,1.71
2710,Karnataka,BELLARY,Jowar,2015-16,Kharif,17106.00,28000.00,Hectare,9961702.58,26383.24,1.64
2711,Karnataka,BELLARY,Jowar,2015-16,Summer,1901.00,4972.00,Hectare,26943640.03,71359.34,2.62
2712,Karnataka,BIDAR,Jowar,2015-16,Kharif,23931.00,27804.00,Hectare,52978913.05,140312.90,1.16
2713,Karnataka,BIDAR,Jowar,2015-16,Rabi,26851.00,8520.00,Hectare,32322963.35,85606.30,0.32
2714,Karnataka,BIJAPUR,Jowar,2015-16,Rabi,176980.00,97684.00,Hectare,174473319.70,462086.82,0.55
2715,Karnataka,CHAMARAJANAGAR,Jowar,2015-16,Kharif,13193.00,8347.00,Hectare,1468623.20,3889.60,0.63
2716,Karnataka,CHIKBALLAPUR,Jowar,2015-16,Kharif,1754.00,2000.00,Hectare,1039718.47,2753.66,1.14
2717,Karnataka,CHIKMAGALUR,Jowar,2015-16,Rabi,8425.00,8068.00,Hectare,859674.69,2276.82,0.96
2718,Karnataka,CHIKMAGALUR,Jowar,2015-16,Kharif,1331.00,932.00,Hectare,2627814.56,6959.68,0.70
2719,Karnataka,CHITRADURGA,Jowar,2015-16,Kharif,5047.00,6310.00,Hectare,280668.03,743.34,1.25
2720,Karnataka,CHITRADURGA,Jowar,2015-16,Rabi,7341.00,5168.00,Hectare,125461.26,332.28,0.70
2721,Karnataka,CHITRADURGA,Jowar,2015-16,Summer,331.00,591.00,Hectare,1141324.42,3022.76,1.79
2722,Karnataka,DAVANGERE,Jowar,2015-16,Kharif,7568.00,15386.00,Hectare,6901449.17,18278.26,2.03
2723,Karnataka,DAVANGERE,Jowar,2015-16,Rabi,2314.00,2847.00,Hectare,157072.00,416.00,1.23
2724,Karnataka,DAVANGERE,Jowar,2015-16,Summer,998.00,1528.00,Hectare,196340.00,520.00,1.53
2725,Karnataka,DHARWAD,Jowar,2015-16,Rabi,47291.00,17701.00,Hectare,5278306.39,13979.42,0.37
2726,Karnataka,DHARWAD,Jowar,2015-16,Kharif,1121.00,323.00,Hectare,47121.60,124.80,0.29
2727,Karnataka,DHARWAD,Jowar,2015-16,Summer,8.00,16.00,Hectare,2456704.25,6506.50,2.00
2728,Karnataka,GADAG,Jowar,2015-16,Rabi,52166.00,25175.00,Hectare,139499.57,369.46,0.48
2729,Karnataka,GADAG,Jowar,2015-16,Kharif,2833.00,2543.00,Hectare,35341.20,93.60,0.90
2730,Karnataka,GADAG,Jowar,2015-16,Summer,9.00,18.00,Hectare,993578.57,2631.46,2.00
2731,Karnataka,GULBARGA,Jowar,2015-16,Rabi,202699.00,121893.00,Hectare,49085.00,130.00,0.60
2732,Karnataka,GULBARGA,Jowar,2015-16,Kharif,1680.00,1518.00,Hectare,63810.50,169.00,0.90
2733,Karnataka,HASSAN,Jowar,2015-16,Kharif,963.00,576.00,Hectare,4024970.00,10660.00,0.60
2734,Karnataka,HASSAN,Jowar,2015-16,Rabi,38.00,26.00,Hectare,1591041.19,4213.82,0.68
2735,Karnataka,HAVERI,Jowar,2015-16,Rabi,32241.00,22390.00,Hectare,11691359.81,30964.18,0.69
2736,Karnataka,HAVERI,Jowar,2015-16,Summer,1119.00,1929.00,Hectare,57209843.71,151518.38,1.72
2737,Karnataka,HAVERI,Jowar,2015-16,Kharif,1826.00,1622.00,Hectare,122712.50,325.00,0.89
2738,Karnataka,KOPPAL,Jowar,2015-16,Rabi,24077.00,11437.00,Hectare,15707.20,41.60,0.48
2739,Karnataka,KOPPAL,Jowar,2015-16,Kharif,1606.00,1669.00,Hectare,45261082.16,119872.48,1.04
2740,Karnataka,KOPPAL,Jowar,2015-16,Summer,592.00,746.00,Hectare,89629.21,237.38,1.26
2741,Karnataka,MANDYA,Jowar,2015-16,Kharif,1005.00,1146.00,Hectare,3468836.95,9187.10,1.14
2742,Karnataka,MANDYA,Jowar,2015-16,Rabi,17.00,11.00,Hectare,711634.33,1884.74,0.65
2743,Karnataka,MYSORE,Jowar,2015-16,Kharif,3308.00,4283.00,Hectare,1951717.77,5169.06,1.29
2744,Karnataka,MYSORE,Jowar,2015-16,Rabi,158.00,128.00,Hectare,2981030.22,7895.16,0.81
2745,Karnataka,RAICHUR,Jowar,2015-16,Rabi,91397.00,90474.00,Hectare,32984727.32,87358.96,0.99
2746,Karnataka,RAICHUR,Jowar,2015-16,Summer,140.00,277.00,Hectare,964912.93,2555.54,1.98
2747,Karnataka,RAMANAGARA,Jowar,2015-16,Rabi,76.00,51.00,Hectare,54166573.71,143458.38,0.67
2748,Karnataka,SHIMOGA,Jowar,2015-16,Kharif,320.00,969.00,Hectare,16975360.06,44958.68,3.03
2749,Karnataka,SHIMOGA,Jowar,2015-16,Rabi,93.00,62.00,Hectare,584013.33,1546.74,0.67
2750,Karnataka,SHIMOGA,Jowar,2015-16,Summer,5.00,10.00,Hectare,1056112.86,2797.08,2.00
2751,Karnataka,TUMKUR,Jowar,2015-16,Summer,37.00,73.00,Hectare,36271164.41,96062.98,1.97
2752,Karnataka,YADGIR,Jowar,2015-16,Rabi,36258.00,27177.00,Hectare,17651358.68,46749.04,0.75
2753,Karnataka,YADGIR,Jowar,2015-16,Kharif,190.00,194.00,Hectare,86744091.87,229738.86,1.02
2754,Karnataka,YADGIR,Jowar,2015-16,Summer,2.00,4.00,Hectare,15899515.03,42109.34,2.00
2755,Karnataka,BAGALKOT,Jowar,2016-17,Rabi,97615.00,46831.00,Hectare,964681.62,1052.47,0.48
2756,Karnataka,BAGALKOT,Jowar,2016-17,Kharif,969.00,1662.00,Hectare,10743321.54,11720.99,1.72
2757,Karnataka,BANGALORE RURAL,Jowar,2016-17,Kharif,2.00,2.00,Hectare,256479.72,279.82,1.00
2758,Karnataka,BELGAUM,Jowar,2016-17,Rabi,106397.00,79952.00,Hectare,268789.50,293.25,0.75
2759,Karnataka,BELGAUM,Jowar,2016-17,Kharif,25624.00,37293.00,Hectare,2444815.80,2667.30,1.46
2760,Karnataka,BELGAUM,Jowar,2016-17,Summer,48.00,66.00,Hectare,10170371.40,11095.90,1.38
2761,Karnataka,BELLARY,Jowar,2016-17,Kharif,17057.00,34758.00,Hectare,1057238.70,1153.45,2.04
2762,Karnataka,BELLARY,Jowar,2016-17,Rabi,14561.00,8632.00,Hectare,3430065.66,3742.21,0.59
2763,Karnataka,BELLARY,Jowar,2016-17,Summer,430.00,623.00,Hectare,12875250.78,14046.93,1.45
2764,Karnataka,BIDAR,Jowar,2016-17,Rabi,27006.00,25450.00,Hectare,499403.10,544.85,0.94
2765,Karnataka,BIDAR,Jowar,2016-17,Kharif,26612.00,17394.00,Hectare,1060510.92,1157.02,0.65
2766,Karnataka,BIJAPUR,Jowar,2016-17,Rabi,95544.00,92038.00,Hectare,30509867.64,33286.34,0.96
2767,Karnataka,CHAMARAJANAGAR,Jowar,2016-17,Kharif,15858.00,11419.00,Hectare,19321.68,21.08,0.72
2768,Karnataka,CHIKBALLAPUR,Jowar,2016-17,Kharif,1270.00,1478.00,Hectare,2988315.96,3260.26,1.16
2769,Karnataka,CHIKMAGALUR,Jowar,2016-17,Rabi,3801.00,2221.00,Hectare,66980785.20,73076.20,0.58
2770,Karnataka,CHIKMAGALUR,Jowar,2016-17,Kharif,745.00,148.00,Hectare,2778114.78,3030.93,0.20
2771,Karnataka,CHITRADURGA,Jowar,2016-17,Kharif,2398.00,1800.00,Hectare,732042.36,798.66,0.75
2772,Karnataka,CHITRADURGA,Jowar,2016-17,Summer,125.00,176.00,Hectare,17860400.04,19485.74,1.41
2773,Karnataka,CHITRADURGA,Jowar,2016-17,Rabi,1226.00,122.00,Hectare,6986501.34,7622.29,0.10
2774,Karnataka,DAVANGERE,Jowar,2016-17,Kharif,5113.00,9146.00,Hectare,174073845.50,189914.99,1.79
2775,Karnataka,DAVANGERE,Jowar,2016-17,Rabi,1616.00,2240.00,Hectare,930712.86,1015.41,1.39
2776,Karnataka,DAVANGERE,Jowar,2016-17,Summer,733.00,1619.00,Hectare,1940893.92,2117.52,2.21
2777,Karnataka,DHARWAD,Jowar,2016-17,Rabi,50357.00,13730.00,Hectare,27161140.02,29632.87,0.27
2778,Karnataka,DHARWAD,Jowar,2016-17,Kharif,1325.00,268.00,Hectare,4110531.60,4484.60,0.20
2779,Karnataka,DHARWAD,Jowar,2016-17,Summer,7.00,10.00,Hectare,2152653.30,2348.55,1.43
2780,Karnataka,GADAG,Jowar,2016-17,Rabi,76956.00,20324.00,Hectare,4294710.84,4685.54,0.26
2781,Karnataka,GADAG,Jowar,2016-17,Kharif,2834.00,3349.00,Hectare,113565979.00,123900.76,1.18
2782,Karnataka,GADAG,Jowar,2016-17,Summer,6.00,8.00,Hectare,1244066.88,1357.28,1.33
2783,Karnataka,GULBARGA,Jowar,2016-17,Rabi,203348.00,309475.00,Hectare,43941.24,47.94,1.52
2784,Karnataka,GULBARGA,Jowar,2016-17,Kharif,1074.00,1341.00,Hectare,10583917.68,11547.08,1.25
2785,Karnataka,HASSAN,Jowar,2016-17,Kharif,449.00,74.00,Hectare,52436702.22,57208.57,0.16
2786,Karnataka,HASSAN,Jowar,2016-17,Rabi,29.00,25.00,Hectare,60636885.54,66154.99,0.86
2787,Karnataka,HAVERI,Jowar,2016-17,Rabi,22001.00,5727.00,Hectare,2784970.86,3038.41,0.26
2788,Karnataka,HAVERI,Jowar,2016-17,Kharif,2131.00,1779.00,Hectare,18412937.76,20088.56,0.83
2789,Karnataka,HAVERI,Jowar,2016-17,Summer,935.00,785.00,Hectare,16999806.18,18546.83,0.84
2790,Karnataka,KOPPAL,Jowar,2016-17,Rabi,27294.00,6586.00,Hectare,158624.76,173.06,0.24
2791,Karnataka,KOPPAL,Jowar,2016-17,Kharif,1873.00,1779.00,Hectare,121324256.80,132365.06,0.95
2792,Karnataka,KOPPAL,Jowar,2016-17,Summer,525.00,561.00,Hectare,52355.52,57.12,1.07
2793,Karnataka,MYSORE,Jowar,2016-17,Kharif,4834.00,4473.00,Hectare,16748312.70,18272.45,0.93
2794,Karnataka,MYSORE,Jowar,2016-17,Rabi,56.00,48.00,Hectare,94738.56,103.36,0.86
2795,Karnataka,MYSORE,Jowar,2016-17,Summer,12.00,16.00,Hectare,463097.04,505.24,1.33
2796,Karnataka,RAICHUR,Jowar,2016-17,Rabi,70803.00,56030.00,Hectare,1059887.64,1156.34,0.79
2797,Karnataka,RAICHUR,Jowar,2016-17,Kharif,125.00,145.00,Hectare,121695.42,132.77,1.16
2798,Karnataka,SHIMOGA,Jowar,2016-17,Kharif,57.00,139.00,Hectare,612060.96,667.76,2.44
2799,Karnataka,SHIMOGA,Jowar,2016-17,Rabi,42.00,36.00,Hectare,11998.14,13.09,0.86
2800,Karnataka,SHIMOGA,Jowar,2016-17,Summer,6.00,8.00,Hectare,2681506.38,2925.53,1.33
2801,Karnataka,TUMKUR,Jowar,2016-17,Rabi,38.00,32.00,Hectare,1115671.20,1217.20,0.84
2802,Karnataka,YADGIR,Jowar,2016-17,Rabi,35754.00,43884.00,Hectare,685296.36,747.66,1.23
2803,Karnataka,YADGIR,Jowar,2016-17,Kharif,369.00,364.00,Hectare,11842.32,12.92,0.99
2804,Karnataka,YADGIR,Jowar,2016-17,Summer,11.00,15.00,Hectare,656002.20,715.70,1.36
2805,Karnataka,BAGALKOT,Jowar,2017-18,Rabi,110581.00,128268.00,Hectare,462317.94,504.39,1.16
2806,Karnataka,BAGALKOT,Jowar,2017-18,Kharif,354.00,1078.00,Hectare,7008783.60,7646.60,3.05
2807,Karnataka,BELGAUM,Jowar,2017-18,Rabi,132339.00,153507.00,Hectare,3035529.42,3311.77,1.16
2808,Karnataka,BELGAUM,Jowar,2017-18,Kharif,12627.00,29545.00,Hectare,1091207.46,1190.51,2.34
2809,Karnataka,BELGAUM,Jowar,2017-18,Summer,34.00,71.00,Hectare,3619231.14,3948.59,2.09
2810,Karnataka,BELLARY,Jowar,2017-18,Rabi,27861.00,58071.00,Hectare,53108130.60,57941.10,2.08
2811,Karnataka,BELLARY,Jowar,2017-18,Kharif,11272.00,28409.00,Hectare,38752434.00,42279.00,2.52
2812,Karnataka,BELLARY,Jowar,2017-18,Summer,182.00,378.00,Hectare,61461952.44,67055.14,2.08
2813,Karnataka,BIDAR,Jowar,2017-18,Kharif,20333.00,40197.00,Hectare,92089.62,100.47,1.98
2814,Karnataka,BIDAR,Jowar,2017-18,Rabi,22355.00,21853.00,Hectare,2163249.06,2360.11,0.98
2815,Karnataka,BIJAPUR,Jowar,2017-18,Rabi,145997.00,140223.00,Hectare,94162805.10,102731.85,0.96
2816,Karnataka,CHAMARAJANAGAR,Jowar,2017-18,Kharif,24258.00,19450.00,Hectare,117488.28,128.18,0.80
2817,Karnataka,CHAMARAJANAGAR,Jowar,2017-18,Rabi,40.00,45.00,Hectare,9969519.42,10876.77,1.13
2818,Karnataka,CHIKMAGALUR,Jowar,2017-18,Rabi,12739.00,11231.00,Hectare,71178887.64,77656.34,0.88
2819,Karnataka,CHIKMAGALUR,Jowar,2017-18,Kharif,477.00,397.00,Hectare,1025295.60,1118.60,0.83
2820,Karnataka,CHITRADURGA,Jowar,2017-18,Kharif,4479.00,5583.00,Hectare,17577119.28,19176.68,1.25
2821,Karnataka,CHITRADURGA,Jowar,2017-18,Rabi,9178.00,5537.00,Hectare,94900924.44,103537.14,0.60
2822,Karnataka,CHITRADURGA,Jowar,2017-18,Summer,226.00,469.00,Hectare,32489716.56,35446.36,2.08
2823,Karnataka,DAVANGERE,Jowar,2017-18,Kharif,5344.00,10052.00,Hectare,172716185.90,188433.78,1.88
2824,Karnataka,DAVANGERE,Jowar,2017-18,Rabi,4296.00,4926.00,Hectare,16158845.64,17629.34,1.15
2825,Karnataka,DAVANGERE,Jowar,2017-18,Summer,488.00,1439.00,Hectare,4416094.62,4817.97,2.95
2826,Karnataka,DHARWAD,Jowar,2017-18,Rabi,59576.00,43580.00,Hectare,5256587.70,5734.95,0.73
2827,Karnataka,DHARWAD,Jowar,2017-18,Kharif,1775.00,1143.00,Hectare,588532.14,642.09,0.64
2828,Karnataka,DHARWAD,Jowar,2017-18,Summer,10.00,21.00,Hectare,17789813.58,19408.73,2.10
2829,Karnataka,GADAG,Jowar,2017-18,Rabi,74081.00,49475.00,Hectare,171748076.20,187377.57,0.67
2830,Karnataka,GADAG,Jowar,2017-18,Kharif,2765.00,4996.00,Hectare,797175.12,869.72,1.81
2831,Karnataka,GULBARGA,Jowar,2017-18,Rabi,206071.00,268984.00,Hectare,4157589.24,4535.94,1.31
2832,Karnataka,GULBARGA,Jowar,2017-18,Kharif,611.00,1732.00,Hectare,11885949.60,12967.60,2.83
2833,Karnataka,HASSAN,Jowar,2017-18,Kharif,1029.00,1704.00,Hectare,58662334.50,64000.75,1.66
2834,Karnataka,HASSAN,Jowar,2017-18,Rabi,426.00,417.00,Hectare,4447570.26,4852.31,0.98
2835,Karnataka,HAVERI,Jowar,2017-18,Rabi,30743.00,21846.00,Hectare,44163595.14,48182.59,0.71
2836,Karnataka,HAVERI,Jowar,2017-18,Summer,623.00,866.00,Hectare,15455785.80,16862.30,1.39
2837,Karnataka,HAVERI,Jowar,2017-18,Kharif,403.00,558.00,Hectare,1416715.44,1545.64,1.38
2838,Karnataka,KOPPAL,Jowar,2017-18,Rabi,45345.00,26924.00,Hectare,208798.80,227.80,0.59
2839,Karnataka,KOPPAL,Jowar,2017-18,Kharif,1501.00,3469.00,Hectare,842674.56,919.36,2.31
2840,Karnataka,KOPPAL,Jowar,2017-18,Summer,415.00,861.00,Hectare,396873.54,432.99,2.07
2841,Karnataka,MYSORE,Jowar,2017-18,Kharif,4988.00,4028.00,Hectare,62172.18,67.83,0.81
2842,Karnataka,MYSORE,Jowar,2017-18,Rabi,250.00,279.00,Hectare,11674813.50,12737.25,1.12
2843,Karnataka,RAICHUR,Jowar,2017-18,Rabi,67018.00,101931.00,Hectare,138679.80,151.30,1.52
2844,Karnataka,RAICHUR,Jowar,2017-18,Summer,39.00,81.00,Hectare,4518.78,4.93,2.08
